links	links-href	title	smalltitle	address	locationlink	locationlink-href	prise	details
Cromhouthuis │ Bijbels MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cromhouthuis+%e2%94%82+Bijbels+Museum/Cromhouthuis+%e2%94%82+Bijbels+Museum.aspx	Cromhouthuis │ Bijbels Museum AMSTERDAM						"Het Cromhouthuis is één van Amsterdams mooiste grachtenhuizen. Hier kunt u kennis maken met de familie Cromhout. Bijna twee eeuwen lang bewoonden zij deze majestueuze panden aan de Herengracht die vandaag de dag nog net zo imposant zijn als destijds in de Gouden Eeuw. Wandelend door de verschillende vertrekken hoort u via een audiotour het verhaal van zeven generaties Cromhout: over hun invloed op de Amsterdamse kunst en cultuur, over hun extreme rijkdom en hun geloof..
Op de bovenste verdiepingen van het Cromhouthuis is het Bijbels Museum gevestigd. Een schat aan achtergrondinformatie, zeldzame Bijbels, archeologische vondsten, voorwerpen uit het oude Egypte en andere bijzondere collectiestukken (zoals het wereldberoemde model van de tabernakel) nemen u mee op reis door de wereld van de Bijbel. Het museum organiseert regelmatig rondleidingen en activiteiten, en speciaal voor scholen en families is er de tentoonstelling Feest! In de stad."
"Maritiem Centrum ""Abraham FockHOLLUM-AMELANDDit museum accepteert de Museumkaart"	https://www.museumkaart.nl/museum/Maritiem+Centrum+%22Abraham+Fock%22/Mar.+Centrum+Abraham+Fock.aspx	"Maritiem Centrum ""Abraham Fock"" HOLLUM-AMELAND"					Museumkaart	
Tassenmuseum HendrikjeAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Tassenmuseum+Hendrikje/Tassenmuseum+Hendrikje.aspx	Tassenmuseum Hendrikje AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3651807,4.8968616&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Collectie BrandsNIEUW DORDRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Collectie+Brands/Collectie+Brands.aspx	Collectie Brands NIEUW DORDRECHT			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0NIEUW+DORDRECHT%4052.7501501,6.9699835&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Dit museum is kidsproofTeylers MuseumHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Teylers+Museum/Teylers+Museum.aspx	Teylers Museum HAARLEM	HAARLEM					
Museum BussemakerhuisBORNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bussemakerhuis/Museum+Bussemakerhuis.aspx	Museum Bussemakerhuis BORNE	BORNE					
"Maritiem Centrum ""Abraham FockHOLLUM-AMELANDDit museum accepteert de Museumkaart"	https://www.museumkaart.nl/museum/Maritiem+Centrum+%22Abraham+Fock%22/Mar.+Centrum+Abraham+Fock.aspx	"Maritiem Centrum ""Abraham Fock"" HOLLUM-AMELAND"		"Oranjeweg 18
9161CC  HOLLUM-AMELAND
				            (0519) 55 42 43"				
Museum de KantfabriekHORSTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+de+Kantfabriek/De+Kantfabriek.aspx	Museum de Kantfabriek HORST					Museumkaart	
Museum Willet-HolthuysenAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Willet-Holthuysen/Museum+Willet-Holthuysen.aspx	Museum Willet-Holthuysen AMSTERDAM					Museumkaart	
Dit museum is kidsproofNederlands OpenluchtmuseumARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Openluchtmuseum/Nederlands+Openluchtmuseum.aspx	Nederlands Openluchtmuseum ARNHEM						"In het Nederlands Openluchtmuseum komt de Nederlandse geschiedenis in al haar facetten tot leven. Jong en oud beleven een onvergetelijke dag in het uitgestrekte museumpark. Proef het verleden, maak een praatje met ambachtslieden en stap binnen in Nederlandse huiskamers door de eeuwen heen. Ruik het teren op de scheepswerf of de geur van gist in de bierbrouwerij. De collectie van het museum is een uniek stukje Nederlandse historie. De molens, huizen, boerderijen en zelfs de zuivelfabriek zijn origineel en stonden ooit ergens in Nederland. Loop door het groene park van maar liefst 44 hectare of stap in de historische trams en ga op ontdekking. Beklim de krakende treden van de molen of voel de zinderende hitte van het smidsvuur."
Instituut Collectie KropSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Instituut+Collectie+Krop/Instituut+Hildo+Krop.aspx	Instituut Collectie Krop STEENWIJK		"Gasthuislaan 2
8331MX  STEENWIJK
				            052 151 3657"				
Hermitage AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Hermitage+Amsterdam/Hermitage+Amsterdam.aspx	Hermitage Amsterdam AMSTERDAM					Museumkaart	
DAF MuseumEINDHOVENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/DAF+Museum/DAF+Museum.aspx	DAF Museum EINDHOVEN					Museumkaart	
HeksenwaagOUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heksenwaag/Heksenwaag.aspx	Heksenwaag OUDEWATER						"Bezoekers uit heel de wereld komen al zo'n honderd jaar naar de Waag in Oudewater. Ze gaan op de originele weegschaal uit 1482 staan en ontvangen een certificaat. Al in de 17e eeuw vond hier deze weging plaats. Toen was dat van levensbelang: mensen werden beschuldigd van toverij. Vele mannen en vrouwen belandden op de brandstapel. Keizer Karel V gaf Oudewater als enige plaats in Europa het privilege voor een eerlijk weegproces. Niemand werd er ooit tot heks veroordeeld. In het museum – de vroegere stadswaag - vertellen aansprekende audiovisuele presentaties, een expositie en natuurlijk de originele weegschaal het verhaal van de heksenvervolging en de rol van de Oudewaterse Waag. Voor kinderen is er een kinderanimatie, speelhoek en speurtocht. Wil jij weten of je een heks bent of te licht om op een bezemsteel te vliegen? Laat je dan wegen op de authentieke weegschaal uit 1482. Wie weet ontvang ook jij het felbegeerde Certificaet van Weginghe uit handen van de waagmeester!"
Stedelijk Museum 's Hertogenbo'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+%27s+Hertogenbosch/Stedelijk+Museum+s-Hertogenbosch.aspx	Stedelijk Museum 's Hertogenbosch 'S HERTOGENBOSCH		"De Mortel 4
5211HV  'S HERTOGENBOSCH
				            073 - 6273680"				
Cube Design MuseumKERKRADEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cube+Design+Museum/Cube+design+museum.aspx	Cube Design Museum KERKRADE						"Cube design museum is het eerste museum van Nederland volledig gewijd aan design. Cube toont design met inhoud; design dat impact heeft op de wereld. Eeuwenlang richt de mens zijn wereld in; ontwikkelt hij objecten, toepassingen en diensten die hem droog, doorvoed, gezond, veilig en tevreden houden. Innovatie - gedreven door grote en kleine behoeften en de wil het leven zoveel mogelijk naar zijn hand te zetten - brengt steeds weer nieuwe producten, diensten en toepassingen voort. Juist díe producten, die ontwikkeld zijn vanuit een behoefte, een drang, maken volgens Cube het verschil in de wereld. Cube bestaat uit vijf innovatieve expositielagen, waar design-exposities en multidisciplinaire laboratoriumruimtes elkaar afwisselen."
Kempenmuseum De Acht ZalighedeEERSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kempenmuseum+De+Acht+Zaligheden/Kempenmuseum+De+Acht+Zaligheden.aspx	Kempenmuseum De Acht Zaligheden EERSEL	EERSEL					
de Appel arts centreAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/de+Appel+arts+centre/de+Appel+arts+centre.aspx	de Appel arts centre AMSTERDAM						"De Appel arts centre is een internationaal georiënteerd kunstencentrum in het centrum van Amsterdam. Sinds de oprichting in 1975 is het een toonaangevend podium voor onderzoek en presentatie van hedendaagse beeldende kunst. Sinds 2012 is de Appel gevestigd in een grachtenpand uit de vroeg 18e eeuw, nabij het Centraal Station. Achter de typisch Amsterdamse classicistische gevel gaat een wereld aan hedendaagse kunst schuil. De Appel programmeert tentoonstellingen en performances van beeldend kunstenaars, choreografen en theatermakers. Het centrum laat een breed en nieuwsgierig publiek kennismaken met de nieuwste ontwikkelingen."
Heerenveen Museum HEERENVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heerenveen+Museum+/Heerenveen+Museum.aspx	Heerenveen Museum  HEERENVEEN						"In hartje centrum van Heerenveen, vlakbij de gezellige winkeltjes en sfeervolle restaurants ligt Museum Heerenveen: een uniek dubbelmuseum. De vaste collectie van het museum toont het ontstaan van Heerenveen in de volle breedte. Museum Heerenveen heeft de grootste indoor stadsmaquette van Nederland, archeologische vondsten, maar ook schilderkunst uit de 19de eeuw. Maak kennis met de grietmannen (Friese burgemeesters) en Ferdinand Domela Nieuwenhuis. In het biografisch museum over Ferdinand Domela Nieuwenhuis (1846-1919) waant u zich in de leefwereld van één van de meest boeiende personen uit de recente Nederlandse geschiedenis. Recht voor allen was waar deze dominee, vrijdenker, en socialist voor stond."
Museum BussemakerhuisBORNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bussemakerhuis/Museum+Bussemakerhuis.aspx	Museum Bussemakerhuis BORNE						"Museum Bussemakerhuis is een uniek monumentaal linnen-fabrikeurshuis. In het beschermd dorpsgezicht Oud Borne krijgt u op eigentijdse wijze een blik op de historie van de Bornse linnen-geschiedenis. Het Bussemakerhuis behoort tot het Cultureel Erfgoed van Borne. Het vertegenwoordigt een deel van het Twents textielverleden en schetst de rijke historie van de Bornse linnengeschiedenis in de 18e en 19e eeuw. In de vaste expositie komt u meer te weten over de linnengeschiedenis en -actualiteit, wat een fabrikeur is, hoe de linnenhandel in Twente werkte en welke samenhang er bestond tussen de Doopsgezinde religie en de linnenhandel."
Stadsmuseum SteenwijkSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Steenwijk/Stadsmuseum+Steenwijk.aspx	Stadsmuseum Steenwijk STEENWIJK						"Met uiteenlopende objecten schetst het museum een beeld van de stadsgeschiedenis. Zo toont het museum aardewerk van Eskaf (Eerste Steenwijker Kunst Aardewerk Fabriek). Zilver van de zilversmidswinkel Bijkamp, poppen van Wildebras en meubels van de gebroeders Monsieur hebben eveneens een connectie met Steenwijk.
Het museum geeft ook een compleet overzicht van de tabaksindustrie in Steenwijk. Verder is er een historisch winkeltje met keuken te zien."
Biesbosch MuseumEilandWERKENDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland/Biesbosch+MuseumEiland.aspx	Biesbosch MuseumEiland WERKENDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0WERKENDAM%4051.7653936,4.7717207&hl=nl&ie=UTF8&t=m&om=1&z=12"		
MariniersmuseumROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Mariniersmuseum/Mariniersmuseum.aspx	Mariniersmuseum ROTTERDAM	ROTTERDAM					
Dit museum is kidsproofGeoFortHERWIJNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/GeoFort/Geofort.aspx	GeoFort HERWIJNEN						"Kom naar het spannende forteiland waar alles in het teken staat van kaarten en navigatie. Je gaat buiten en binnen het experiment aan met oude maar ook moderne geo-technieken. Je raakt gedesoriënteerd in de donkere ondergrondse gang. Je wordt uitgedaagd in het doolhof en raakt gefascineerd door kaartschaal en projecties in de Kazerne. Je gaat miljoenen jaren terug in de tijd door aan de 4D globe te draaien en met Powers of Ten zoom je van het kleinste deel in je lichaam uit tot aan het verste plekje in het heelal. Ook kun je speuren, klauteren en spelen en met water in de Vleermuisspeurtuin van Staatsbosbeheer. Schuif aan op het terras en geniet van de vele lekkernijen!"
